origem,segmento,cnpj,razao_social,nome_fantasia,uf,municipio,situacao,data_situacao,data_inicio,capital_social,cnae_principal,email,ddd1,tel1,socios,score,sinal_grupo_spsav,sinal_site,sinal_nome,sinal_noticias,socio_comum,evidencia_site,evidencia_noticias
INCUMBENTE,Banco Múltiplo,60746948000112,BANCO BRADESCO S.A.,BRADESCO EST UNIF,SP,6789,02,20051103,19430302,,6422100,"",11,36845122,LUIZ CARLOS TRABUCO CAPPI | MARCELO DE ARAUJO NORONHA | ALEXANDRE DA SILVA GLUHER | CASSIANO RICARDO SCARPELLI | JOSE RAMOS ROCHA NETO | GUILHERME MULLER LEAL | ROBERTO DE JESUS PARIS | ANDRE FERREIRA GOMES | BRUNO D AVILA MELO BOETGER | AMADEU EMILIO SUTER NETO | ALEXANDRE CESAR PINHEIRO QUERCIA | EDMIR JOSE DOMINGUES | FERNANDO FREIBERGER | CESAR CABUS BERENGUER SILVANY | JOSE ROBERTO GUZELA | LEANDRO JOSE DINIZ | CARLOS HENRIQUE VILLELA PEDRAS | FERNANDO HONORATO BARBOSA | MANOEL GUEDES DE ARAUJO NETO | JOSE AUGUSTO RAMALHO MIRANDA | NAIRO JOSE MARTINELLI VIDAL JUNIOR | ROBERTO FRANCA | OSWALDO TADEU FERNANDES | ALTAIR LUIZ GUARDA | JULIO CARDOSO PAIXAO | ROMERO GOMES DE ALBUQUERQUE | NILTON PEREIRA DOS SANTOS JUNIOR | ALEXANDRE PANICO | JOSE LEANDRO BORGES | RUY CELSO ROSA FILHO | MARCOS DANIEL BOLL | TELMA MARIA DOS SANTOS CALURA | DEBORAH D AVILA PEREIRA CAMPANI SANTANA | ANDRE LUIS DUARTE DE OLIVEIRA | RENATA GEISER MANTARRO | JULIANO RIBEIRO MARCILIO | RUBIA BECKER | DENISE AGUIAR ALVAREZ | MAURICIO MACHADO DE MINAS | HEBERCLEY MAGNO DOS SANTOS LIMA | MARCOS VALERIO TESCAROLO | PAULO ROBERTO SIMOES DA CUNHA | CRISTINA COELHO DE ABREU PINNA | MARINA CLAUDIA GONZALEZ MARTIN DE CARVALHO | RUBENS AGUIAR ALVAREZ | CINTIA SCOVINE BARCELOS DE SOUZA | ALESSANDRO ZAMPIERI | JEFERSON RICARDO GARCIA HONORATO | FRANCISCO ARMANDO ARANDA | CLAYTON NEVES XAVIER | MARCELO MAGALHAES | MARCOS ALBERTO WILLEMANN | NELSON PASCHE JUNIOR | DENISE PAULI PAVARINA | LEANDRO KARAM CORREA LEITE | DANIELA PINHEIRO DE CASTRO | JULIANA LAHAM | FABIO SUZIGAN DRAGONE | DANILO LUIS DAMASCENO | ANTONIO CAMPANHA JUNIOR | BRAULIO MIRANDA OLIVEIRA | RICARDO ELEUTERIO DA SILVA | LUIZ PHILIPE ROXO BIOLCHINI | BRUNO FUNCHAL | VINICIUS URIAS FAVARAO | ANDRE COSTA CARVALHO | RAFAEL FORTE ARAUJO CAVALCANTI | VINICIUS PANARO | LUIS CLAUDIO DE FREITAS COELHO PEREIRA | FRANCESCO DI MARCELLO | RAFAEL PADILHA DE LIMA COSTA | SILVANA ROSA MACHADO | TULIO XAVIER DE OLIVEIRA | JULIO CESAR DE ALMEIDA GUEDES | SORAYA BAHDE | ROGERIO PEDRO CAMARA | LETICIA CARDELLI BUSO GOMES | MARCO AURELIO GALICIOLI | MARINA GRAVINA VEASEY | WELDER COELHO DE OLIVEIRA | MARCOS ALEXANDRE PINA CAVAGNOLI | MARCELO SOUZA RAMOS | MARINA BAUAB CARVALHO WEREBE | BRUNO ROSA CARDOSO | ANA LUISA RODELA BLANCO | LEANDRO MARCAL ARAUJO | PATRICIA KESSLER DE ASSUMPCAO | CRISTIANO ADJUTO E CAMPOS | AFRANIO CARLOS CAMARGO DANTZGER | MARCIO RENATO RIBEIRO SILVA | FERNANDO JULIAO DE SOUZA AMARAL | JULIO CESAR BUENO | FABIO MONTEIRO CHEHAB | ALEX DE BRITO BONIFACIO | PATRICIA SOARES MARTIL | FRANCISCO HENRIQUE FRANCA FERNANDES | HENRIQUE LEME PINTO LIMA | REGIS EDUARDO PRENHACA CARREIRA | RICARDO BARBIERI DE ANDRADE | RENATO CAMARGO NASCIMENTO JUNIOR | IVAN LUIZ GONTIJO JUNIOR | REGINA HELENA JORGE NUNES | PAULO ROGERIO CAFFARELLI | ROGERIO HUFFENBAECHER,0,0,0,0,0,,https://banco.bradesco,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,01852137000137,BANCO BRASILEIRO DE CRÉDITO SOCIEDADE ANÔNIMA,"",SP,7107,02,20050827,19970404,,6422100,VANIA@JSL.COM.BR,11,23777043,HEUBNER LOPES BUSTAMANTE | LUIZ FELIPE BERTOZZO FRANCISCHINELLI | ALEX ROBERTO TRIGUEIRO DE SOUSA | AKSEL KRIEGER,0,0,0,0,0,,https://bancobbcdigital.com.br,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,30306294000145,BANCO BTG PACTUAL S.A.,"",RJ,6001,02,20051103,19790605,,6422100,OL-CARTAOCNPJ@BTGPACTUAL.COM,21,32629600,RENATO MONTEIRO DOS SANTOS | GUILHERME DA COSTA PAES | ROBERTO BALLS SALLOUTI | ROGERIO PESSOA CAVALCANTI DE ALBUQUERQUE | OSWALDO DE ASSIS FILHO | ANTONIO CARLOS CANTO PORTO FILHO | ANDRE FERNANDES LOPES DIAS | IURI RAPOPORT | BRUNO DUQUE HORTA NOGUEIRA | MARIANA BOTELHO RAMALHO CARDOSO | ALEXANDRE CAMARA E SILVA | MARCELO FLORA SALES | CHRISTIAN FLEMMING | RENATO HERMANN COHN,0,0,0,0,0,,https://www.btgpactual.com,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,33466988000138,BANCO CAIXA GERAL - BRASIL S.A.,"",SP,7107,02,20051103,19660930,,6422100,JURIDICO@BCGBRASIL.COM.BR,11,35099300,MARTIN CORDEIRO ARRANZ | RAFAEL FERRAO D ACOSTA,0,0,0,0,0,,https://www.bcgbrasil.com.br,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,03609817000150,BANCO CARGILL S.A.,BANCO CARGILL,SP,7107,02,20031004,20000118,,6422100,ATENDIMENTO_CNPJ@CARGILL.COM,11,50993311,PAULO HUMBERTO ALVES DE SOUSA | ALVARO LUIZ DE REZENDE PUECH | JULIANA DA SILVA CARVALHO | SANDRA MILENA MUNOZ ACOSTA | MARINA RAMALHO DE SIQUEIRA | JULIO CESAR KAIRALLA,0,0,0,0,0,,https://www.bancocargill.com.br,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,02658435000153,BANCO CATERPILLAR S.A.,"",SP,7107,02,20040828,19980406,,6431000,JURIDICO@CAT.COM,11,21002250,ANA PAULA RIBEIRO MARCHIONE | SANDERLEY VIEIRA DE SOUZA | FABIO GANDOLFO SEVERINO | KATIA SYLVESTRE KISS ANDREOTTI | BEATRIZ HANSEN RODRIGUES PRADO | JADERSON CHERVINSKI | DIOGO FIGUEREDO DA SILVA,0,0,0,0,0,,https://www.cat.com,"As pesquisas não revelaram anúncios, lançamentos ou construções em criptoativos, ativos virtuais, tokenização, stablecoin ou Drex por uma instituição financeira brasileira denominada 'BANCO CATERPILLAR S.A.' no período de 2024 a 2026. As menções a 'Caterpillar' e 'Cat Financial' referem-se à fabricante de equipamentos pesados e sua divisão de serviços financeiros, sem indicações de envolvimento em criptoativos."
INCUMBENTE,Banco Múltiplo,33132044000124,BANCO CEDULA S.A.,"",RJ,6001,02,20051103,19720614,,6422100,"","","",IMRE KISS | ARON NESANELOVICZ | LUCIO BOTELHO DA ROCHA | CRISTIAN SILVA DE SOUZA,0,0,0,0,0,,"",erro: 'candidates'
INCUMBENTE,Banco Múltiplo,33479023000180,BANCO CITIBANK S.A.,"",SP,7107,02,20051103,19710106,,6422100,CONTATOCNPJ@CITI.COM,11,40090000,EDUARDO MISZPUTEN | ALEXANDRE PEREIRA RODRIGUES DE SA CASTANHEIRA | ADALBERTO TRIPOLI BARBOSA | ADRIANO MARQUES MILANI | RICARDO MEISTER MARTINS | ANDRE DEL BEL CURY | FREDERICO LEONEL BARBOSA DA SILVA | MIGUEL FACO QUEEN | RONALDO GOUVEA CUNHA | VICTOR FRIAS DE OLIVEIRA ALGE | DAVI XIMENES DE GENARO | OSMAR DE CARVALHO SANTOS JUNIOR | ALINE CORREA DE MEO FERREIRA | GLAUCO SATO BARBOSA | RAPHAEL DOGANI DE ARAUJO | LUIS FELIPE WEST OFFA | CARLOS ROBERTO FERRARI JUNIOR | MARTIN JOSE GERMAN GARCIA | JOSE ALBERTO PAGGIANELLA BENAMOR,0,0,0,0,0,,https://www.citibank.com.br,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,31597552000152,BANCO CLASSICO S.A.,"",RJ,6001,02,20051103,19870828,,6422100,ANDERSON@BANCOCLASSICO.COM.BR,21,22216142,JOSE JOAO ABDALLA FILHO | MANOEL EDUARDO LIMA LOPES | RONALDO DIAS | RAQUEL DA FONSECA CANTARINO,0,0,0,0,0,,https://bancoclassico.com.br,"Não foram encontradas evidências de que o 'BANCO CLASSICO S.A.' tenha anunciado, lançado ou esteja construindo algo em criptoativos, ativos virtuais, tokenização, stablecoin ou Drex no período de 2024 a 2026."
INCUMBENTE,Banco Múltiplo,02992446000175,BANCO CNH INDUSTRIAL CAPITAL S.A.,"",PR,7535,02,20000804,19990129,,6431000,BCNHIACCOUNTING@CNHIND.COM,41,21076682,DIOGO BIZINELLI | SILVAIR OLIVEIRA DA SILVA,0,0,0,0,0,,https://www.cnhindustrialcapital.com,"Não foram encontradas evidências em fontes públicas de que o 'BANCO CNH INDUSTRIAL CAPITAL S.A.' tenha anunciado, lançado ou esteja construindo algo em criptoativos, ativos virtuais, tokenização, stablecoin ou Drex no período de 2024 a 2026. Os relatórios e notícias disponíveis focam em suas operações de crédito tradicionais e desempenho financeiro."
INCUMBENTE,Banco Múltiplo Cooperativo,02038232000164,BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB,BANCO SICOOB,DF,9701,02,20031004,19970815,,6424701,CONTADORIACCS@SICOOB.COM.BR,61,32175200,MARCO AURELIO BORGES DE ALMADA ABREU | ENIO MEINEN | RUBENS RODRIGUES FILHO | MARCOS VINICIUS VIANA BORGES | ANTONIO CANDIDO VILACA JUNIOR | JANDERSON DE MIRANDA FACCHIN | MARCELO CARNEIRO COSTA,0,0,0,0,0,,https://www.sicoob.com.br,erro: 'candidates'
INCUMBENTE,Banco Comercial,61033106000186,BANCO CREFISA S.A.,"",SP,7107,02,20051103,19690906,,6421200,PUBLICACOES.JURIDICO@CREFISA.COM.BR,11,38976200,LEILA MEJDALANI PEREIRA | JOSE ROBERTO LAMACCHIA | CELSO ANTONIO VASCONCELOS,0,0,0,0,0,,https://www.crefisa.com.br,"As buscas realizadas não indicam que o Banco Crefisa S.A. tenha anunciado, lançado ou esteja construindo algo em criptoativos, ativos virtuais, tokenização, stablecoin ou Drex no período de 2024 a 2026. As informações encontradas referem-se principalmente aos seus canais digitais para serviços bancários tradicionais e ao cronograma geral do Drex pelo Banco Central do Brasil, sem menção à participação ativa da Crefisa em projetos relacionados a esses novos ativos."
INCUMBENTE,Banco Múltiplo,75647891000171,BANCO CRÉDIT AGRICOLE BRASIL S.A.,"",SP,7107,02,20051103,19810707,,6422100,CONTABIL.FINANCE@CA-CIB.COM,11,38966300,ELISE DA SILVA ROMEU | GUILHERME BRANT DE CARVALHO FALCAO | JEAN CHRISTOPHE PHILIPPE GILBERT | JOAO CARLOS CELLI | BRUNA CRISTINA ARCANJO ROSSETTI | JEAN BAPTISTE GOETHALS | FREDERIQUE GILIANE MARIE JOSE TASSEL COEURDEROY | MICHELLE MAURICIO CALIL TOMASELLI,0,0,0,0,0,,https://www.ca-cib.com,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,08357240000150,BANCO CSF S.A.,"",SP,7107,02,20060915,20060915,,6431000,COMPLIANCE_BANCOCSF@CARREFOUR.COM,11,29332297,LUIZ GUSTAVO VARGAS SOUTO | CATIA VALERIA DE PAIVA PORTO | PAULA MAGALHAES CARDOSO NEVES | ANDRE MAURICIO GERALDES MARTINS | RODRIGO ANDRE LEIRAS CARNEIRO | CARLOS ALBERTO AURICCHIO JUNIOR | VANESSA PAULINO DE SOUZA | RAFAEL BANDEIRA DE ALMEIDA | FELIPE CARNEIRO GONCALVES GOMES | TALITA FRANCO FELICIANO | RENATA FARGETTI RIZZO | PABLO HECTOR LORENZO,0,0,0,0,0,,https://www.carrefoursolucoes.com.br,"Não há evidências diretas de que o BANCO CSF S.A. tenha anunciado, lançado ou esteja construindo algo em criptoativos, ativos virtuais, tokenização, stablecoin ou Drex no período de 2024 a 2026 com base nas informações disponíveis. Embora a Carrefour Soluções Financeiras (que engloba o Banco CSF S.A.) tenha publicado um artigo explicando o Drex em novembro de 2025, não há indicação de participação direta no projeto-piloto do Banco Central nem de iniciativas próprias nesses segmentos."
INCUMBENTE,Banco Comercial,04902979000144,BANCO DA AMAZONIA S.A.,BASA DIRECAO GERAL,PA,0427,02,20051103,19671219,,6421200,TRIBUTOS@BANCOAMAZONIA.COM.BR,91,40083316,ROBERTO BATISTA SCHWARTZ MARTINS DE PAULA | FABIO YASSUDA MAEDA | LUIZ CLAUDIO MOREIRA LESSA | JOSE MARIA DE LIMA QUINTO FILHO | JOANA EMILIA RAMOS LIMA | DIEGO SANTOS LIMA,0,0,0,0,0,,https://www.bancoamazonia.com.br,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,10690848000143,BANCO DA CHINA BRASIL S.A.,BANK OF CHINA BRASIL,SP,7107,02,20090310,20090310,,6422100,OUVIDORIA@BOC-BRAZIL.COM,11,35083223,LEI XU | JINSONG CHEN,0,0,0,0,0,,https://www.bankofchina.com,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,62232889000190,BANCO DAYCOVAL S.A.,"",SP,7107,02,20051103,19681119,,6422100,"",11,31380500,SALIM DAYAN | CARLOS MOCHE DAYAN | MORRIS DAYAN | MARIA REGINA RODRIGUES MACIEL NOGUEIRA | ALBERT ROUBEN | NILO CAVARZAN | ALEXANDRE TEIXEIRA | ALEXANDRE RHEIN | PAULO AUGUSTO LUZ FERREIRA SABA | EDUARDO CAMPOS RAYMUNDO | CLAUDINEI APARECIDO PEDRO | ELIE JACQUES MIZRAHI | ERICK WARNER DE CARVALHO | MARIA BEATRIZ DE ANDRADE MARQUES MACEDO | GILSON FERNANDES RIBEIRO | ADELY DAYAN HAMOUI | ANILSON FIEKER PEDROZO | FLAVIA MOTTA CORREA E FERNANDES | GAD DISI | JOAO DE CARVALHO COSTA JUNIOR | LUIZ ALEXANDRE CADORIN | RENATO OTRANTO | SAUL RODRIGUEZ FERNANDEZ | SERGIO TACHIAN ABROSIO | PAULA GIANNETTI DE LIMA,0,0,0,0,0,,https://www.daycoval.com.br,erro: 'candidates'
INCUMBENTE,Banco Comercial Estrangeiro - Filial no país,33042151000161,BANCO DE LA NACION ARGENTINA,"",SP,7107,02,20051103,19660804,,6421200,"","","",,0,0,0,0,0,,https://www.bnabr.com.br,erro: 'candidates'
INCUMBENTE,Banco Comercial Estrangeiro - Filial no país,44189447000126,BANCO DE LA PROVINCIA DE BUENOS AIRES,"",SP,7107,02,20040522,19800728,,6421200,"","","",,0,0,0,0,0,,"",erro: 'candidates'
INCUMBENTE,Banco Múltiplo,05040481000182,BANCO DE LAGE LANDEN BRASIL S.A.,BANCO DLL BRASIL S/A,RS,8801,02,20031004,20020502,,6431000,FISCALPOA@DLLGROUP.COM,051,21042500,ANDERSON JULIANO DOS SANTOS | JOSE LUIS SOUZA DE CAMPOS | JULIANA GILIOLI | DIOGO CONTER JUNQUEIRA | FRANCISCUS JOHANNES BOSSE,0,0,0,0,0,,"",erro: 'candidates'
INCUMBENTE,Banco Múltiplo,92874270000140,BANCO DIGIMAIS S.A.,BANCO DIGIMAIS,SP,7107,02,20051103,19680404,,6422100,ASSESSORIA@BANCODIGIMAIS.COM.BR,11,55555380,JOAO ALVES DE CAMPOS | MARCELO DE LIMA BRASIL | RODRIGO RUGGERO | EDUARDO GONZAGA DE OLIVEIRA GUEDES,0,0,0,0,0,,https://www.bancodigimais.com.br,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,27098060000145,BANCO DIGIO S.A.,"",SP,6213,02,20051103,19810127,,6431000,TRIBUTARIODIGIO@DIGIO.COM.BR,11,21881800,CARLOS GIOVANE NEVES | CLAYTON NEVES XAVIER | VINICIUS PANARO | MARCOS DANIEL BOLL | DANILO LUIS DAMASCENO | ANTONIO CAMPANHA JUNIOR | ANDRE GONCALVES DA SILVA FONSECA,0,0,0,0,0,,https://www.digio.com.br,erro: 'candidates'
INCUMBENTE,Banco do Brasil - Banco Múltiplo,00000000000191,BANCO DO BRASIL S.A.,DIRECAO GERAL,DF,9701,02,20051103,19660801,,6422100,SECEX@BB.COM.BR,61,34939002,FELIPE GUIMARAES GEISSLER PRINCE | PAULA SAYAO CARVALHO ARAUJO | ANTONIO CARLOS WAGNER CHIARELLO | FRANCISCO AUGUSTO LASSALVIA | JOAO VAGNES DE MOURA SILVA | RODRIGO MULINARI | PEDRO BRAMONT | NEUDSON PERES DE FREITAS | TARCIANA PAULA GOMES MEDEIROS | CARLA NESI | ANA CRISTINA ROSA GARCIA | MARISA REGHINI FERREIRA MATTOS | JOSE RICARDO SASSERON | MARCO GEOVANNE TOBIAS DA SILVA | EULER ANTONIO LUZ MATHIAS | ELISA VIEIRA LEONEL | ANELIZE LENZI RUAS DE ALMEIDA | ALAN CARLOS GUEDES DE OLIVEIRA | MARIANA PIRES DIAS | RAFAEL MACHADO GIOVANELLA | ROSIANE BARBOSA LAVIOLA | KAMILLO TONONI OLIVEIRA SILVA | LARISSA DA SILVA NOVAIS VIEIRA | RODRIGO COSTA VASCONCELOS | JULIO CESAR VEZZARO | ALBERTO MARTINHAGO VIEIRA | CARLOS EDUARDO GUEDES PINTO | MARCELO HENRIQUE GOMES DA SILVA | FERNANDO FLORENCIO CAMPOS | VALMIR PEDRO ROSSI | SELMA CRISTINA ALVES SIQUEIRA | FABIO FRANCO BARBOSA FERNANDES | MARCIO LUIZ DE ALBUQUERQUE OLIVEIRA | GILSON ALCEU BITTENCOURT | ALEXANDRE BOCCHETTI NUNES | PEDRO HENRIQUE DUARTE OLIVEIRA | JOSE SALVADOR CONSTANTINO ZARCOS FILHO | BARBARA DOS SANTOS LOPES FREITAS | BARBARA FAVERO DOS SANTOS BOSI | BRUNO ALVES DO NASCIMENTO | GILMAR DALILO CEZAR WANDERLEY,0,0,0,0,0,,https://www.bb.com.br,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,13009717000146,BANCO DO ESTADO DE SERGIPE S.A.,BANESE,SE,3105,02,20051103,19660909,,6422100,ARTRI.GERENTES@BANESE.COM.BR,79,32181250,ALESSIO DE OLIVEIRA REZENDE | MARCOS VENICIUS NASCIMENTO | MARCO ANTONIO QUEIROZ | KLEBER TELES DANTAS | WESLEY TEIXEIRA CABRAL,0,0,0,0,0,,"","Não há evidências encontradas nas buscas realizadas de que o BANCO DO ESTADO DE SERGIPE S.A. (Banese) tenha anunciado, lançado ou esteja construindo algo em criptoativos, ativos virtuais, tokenização, stablecoin ou Drex no período de 2024 a 2026."
INCUMBENTE,Banco Múltiplo,04913711000108,BANCO DO ESTADO DO PARÁ S.A.,BANPARA,PA,0427,02,20051103,19660929,,6422100,GETRI@BANPARANET.COM.BR,91,30044444,RUTH PIMENTEL MELLO | GENYCE PIRES DE AMORIM | IGOR BARBOSA GONCALVES | RAIMUNDO BENEDITO PINHEIRO | SERGIO ROBERTO RIBEIRO MACIEL | JORGE WILSON CAMPOS E SILVA ANTUNES | ELIAS THIAGO GONCALVES LIMA | LUCY ALVARES ANAISSE | EUGENIO LUIS DE SOUSA PESSOA | THIAGO JAYME SOUSA | ANA CATARINA TAVARES SICSU,0,0,0,0,0,,https://www.banpara.b.br,"Não foram encontradas evidências de que o Banco do Estado do Pará S.A. (Banpará) tenha anunciado, lançado ou esteja construindo algo em criptoativos, ativos virtuais, tokenização, stablecoin ou Drex no período de 2024 a 2026."
INCUMBENTE,Banco Múltiplo,92702067000196,BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.,BANRISUL,RS,8801,02,20051103,19690812,,6422100,SECRETARIA_DG@BANRISUL.COM.BR,51,32152924,IRANY DE OLIVEIRA SANT ANNA JUNIOR | EDUARDO CUNHA DA COSTA | RAMIRO SILVEIRA SEVERO | JORGE LUIS TONETTO | ITANIELSON DANTAS SILVEIRA CRUZ | FERNANDO GUERREIRO DE LEMOS | LUIZ GONZAGA VERAS MOTA | CARLOS ALUISIO VAZ MALAFAIA | ELIZABETE REJANE SODRE TAVARES | IVANOR ANTONIO DURANTI | MARCIA ADRIANA CELESTINO | URBANO SCHMITT | EDUARDO JUNIOR DE MATOS LEWANDOWSKI | JULIO CESAR LOPES ABRANTES | KALIL SEHBE NETO | RICARDO ENGLERT | ROBSON OLIVEIRA SANTOS,0,0,0,0,0,,https://www.banrisul.com.br,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,33644196000106,BANCO FATOR S.A.,"",SP,7107,02,20020713,19730822,,6422100,"",11,30499100,GILBERTO TERUHIKO MORIAMA | JOAO ANTONIO LOPES FILHO | BRUNO CAPUSSO | LUCAS BUSCARIOLI STEFANINI | EDUARDO CHALUB MARINO,0,0,0,0,0,,https://www.fator.com.br,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,58616418000108,BANCO FIBRA S.A.,"",SP,7107,02,20051103,19880218,,6422100,PRESIDENCIA@BANCOFIBRA.COM.BR,11,38476943,ARNO SCHWARZ | ELISABETH STEINBRUCH SCHWARZ | ANNA MARIA MARZORATI KUNTZ | MARIA INES VICENTE FERREIRA PASTORI | SERGIO LUIS PATRICIO | EDUARDO ANTONELLI CARVALHO DE SOUZA | DANIEL OLIVIERI SILVA | ANDRE CADIME DE GODOI | PAULA BENDIT DAVID,0,0,0,0,0,,https://www.bancofibra.com.br,"Não foram encontradas evidências de que o 'BANCO FIBRA S.A.' tenha anunciado, lançado ou esteja construindo algo em criptoativos, ativos virtuais, tokenização, stablecoin ou Drex no período de 2024 a 2026 nas fontes consultadas."
INCUMBENTE,Banco Comercial,11758741000152,BANCO FINAXIS S.A.,"",PR,7535,02,20100304,20100304,,6421200,CONTABILIDADE@FINAXIS.COM.BR,41,30740909,MARIA CLAUDIA BELDI | LUIS LOCASPI | FELIPE CASTRO DEZOTTI | TIAGO BARBOSA ORSONI | RONALDO HIGA SOKEI,0,0,0,0,0,,https://www.finaxis.com.br,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,59274605000113,BANCO GM S.A.,"",SP,7107,02,20051103,19700406,,6431000,BR_JURIDICO@GMFINANCIAL.COM,11,89221469,PAULO HENRIQUE LAGE NOMAN | MARCIO SANTOS FRAZAO | AGUSTIN CELEIRO | CARLOS GUSTAVO ABELHA SULZER | FERNANDO RICARDO RODRIGUEZ TREVINO | ALEXANDRE GARCIA MACHADO DE BARROS,0,0,0,0,0,,https://www.chevroletsf.com.br,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,31880826000116,BANCO GUANABARA S.A.,"",RJ,6001,02,20051103,19871210,,6422100,CONTABILIDADE@BANCOGUANABARA.COM.BR,21,27370400,ANTONIO PADUA ARANTES | PEDRO AURELIO BARATA DE MIRANDA LINS,0,0,0,0,0,,https://www.bancoguanabara.com.br,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,03634220000165,BANCO HONDA S.A.,"",SP,7107,02,20000210,20000210,,6431000,CONTABILIDADE@HONDA.COM.BR,11,55769959,RODRIGO NOBORU GONDO | MASAICHI KOBAYASHI | FABIO LUIZ LOURENCO FAVARON | RICARDO RUIZ DE ROSSI | KEISUKE TSURUZONO,0,0,0,0,0,,https://www.bancohonda.com.br,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,30172491000119,BANCO HYUNDAI CAPITAL BRASIL S.A.,"",SP,7107,02,20180411,20180411,,6422100,BGRUNER@BR.HCS.COM,11,35537000,JUNGSANG KIM | LILIANA BLUTAUMULLER | ALDINEI JOSE ROLING | CEZAR AUGUSTO JANIKIAN | TAI YOUNG JUNG | EDUARDO ALVAREZ GARRIDO | GABRIEL CONCEICAO SIMAO,0,0,0,0,0,,https://www.bhcb.com.br,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,34270520000136,BANCO IBM S.A.,"",RJ,6001,02,20051103,19711101,,6422100,IBMEVOCE@BR.IBM.COM,11,21323053,ANTONIO JOSE GUIMARAES RAMOS | FERNANDO BEVILACQUA AGONIGI | FABIO AUGUSTO PRANGE | VANESSA SANTANA MACHADO UZEDA | DANIEL GIFFONI DE SOUSA DANTAS,0,0,0,0,0,,"",erro: 'candidates'
INCUMBENTE,Banco Múltiplo,04866275000163,BANCO INBURSA S.A.,"",SP,7107,02,20051103,20011220,,6422100,SAO-LEGAL@INBURSA.COM,11,30304300,VLADIMIR BACIGA | VICTOR MANUEL AGUILERA VERDUZCO | DANIELA VALENTIM BOVI,0,0,0,0,0,,https://www.inbursa.com,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,31895683000116,BANCO INDUSTRIAL DO BRASIL S.A.,"",SP,7107,02,20051103,19880119,,6422100,DALMO@BIB.COM.BR,11,30499700,CARLOS ALBERTO MANSUR | DANIEL GARGALHONE MORO | ARTHUR MARIANO COMIN | GUILHERME CARDOSO GOTTARDI | CARLOS ALBERTO MANSUR FILHO | FABIO MARQUES | MARCELO RUSSO SOARES JUNIOR,0,0,0,0,0,,https://www.bib.com.br,erro: 'candidates'
INCUMBENTE,Banco Comercial,61182408000116,BANCO INVESTCRED UNIBANCO S.A.,"",SP,7107,02,20051103,19660704,,6421200,ITAUJUDICIAL@ITAU-UNIBANCO.COM.BR,11,30034828,RUBENS FOGLI NETTO | LINEU CARLOS FERRAZ DE ANDRADE | TATIANA GRECCO | RODRIGO ANDRE LEIRAS CARNEIRO | ANDRE MAURICIO GERALDES MARTINS | RITA RODRIGUES FERREIRA CARVALHO | ESTEVAO CARCIOFFI LAZANHA | VINICIUS SANTANA | ELCIO MITSUHIRO ITO | VITAL FLORES LEITE | LUCAS BOARETO DA APARECIDA | MARIANA MAURIZ RODRIGUES | ANDRE BALESTRIN CESTARE | CARLOS EDUARDO DE ALMEIDA MAZZEI | ADRIANO VICENTE DA SILVA,0,0,0,0,0,,https://www.itau.com.br,erro: 'candidates'
INCUMBENTE,Banco Múltiplo,91884981000132,BANCO JOHN DEERE S.A.,"",SP,6511,02,20010825,19870730,,6422100,FISCAL@BANCOJOHNDEERE.COM.BR,19,33188300,ISRAEL GOBATTO DE OLIVEIRA | ALEX BRAUVERES FERREIRA | SERGIO RICARDO PEDROSO MOREIRA | ROBERTO MEDEIROS PAULA | ADRIANO SALVETTI MARCHETTI,0,0,0,0,0,,https://www.deere.com.br,"As buscas por informações sobre o Banco John Deere S.A. e seu envolvimento em criptoativos, ativos virtuais, tokenização, stablecoin ou Drex entre 2024 e 2026 não retornaram resultados específicos que indiquem tais atividades."
